ID,Track,Time,Version,Items,Speed,Category
22/04/23 (05:006),dRiR,145.495915,150cc,Cartridge,Bell Cup,Bonus Cups
22/05/28 (05:007),dRiR,145.046394,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:008),dRiR,144.839544,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:010),dRiR,144.150339,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:011),dRiR,144.39008,150cc,Cartridge,Bell Cup,Bonus Cups
(05:000),dSBS,143.260407,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:001),dSBS,147.582999,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:002),dSBS,145.174,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:003),dSBS,144.5,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:004),dSBS,144.907492,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:006),dSBS,143.260407,150cc,Cartridge,Bell Cup,Bonus Cups
22/05/28 (05:007),dSBS,146.8443,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:008),dSBS,146.956434,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:011),dSBS,142.514488,150cc,Cartridge,Bell Cup,Bonus Cups
(05:000),dBB,119.543818,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:001),dBB,122.83,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:002),dBB,120.793,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:003),dBB,122.379999,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:004),dBB,119.67182,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:006),dBB,119.543818,150cc,Cartridge,Bell Cup,Bonus Cups
22/05/28 (05:007),dBB,119.271177,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:011),dBB,118.801661,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/25 (06:001),CC,155.628323,150cc,Cartridge,Special Cup,Nitro Cups
22/08/22 (06:004),CC,152.636568,150cc,Cartridge,Special Cup,Nitro Cups
22/08/28 (06:005),CC,155.067315,150cc,Cartridge,Special Cup,Nitro Cups
22/08/28 (06:007),CC,153.238578,150cc,Cartridge,Special Cup,Nitro Cups
22/08/29 (06:008),CC,153.769196,150cc,Cartridge,Special Cup,Nitro Cups
22/08/29 (06:009),CC,153.211095,150cc,Cartridge,Special Cup,Nitro Cups
22/04/25 (06:001),BDD,154.964958,150cc,Cartridge,Special Cup,Nitro Cups
22/08/22 (06:004),BDD,149.288446,150cc,Cartridge,Special Cup,Nitro Cups
22/08/28 (06:007),BDD,148.61926,150cc,Cartridge,Special Cup,Nitro Cups
22/08/29 (06:009),BDD,149.814729,150cc,Cartridge,Special Cup,Nitro Cups
(06:000),BC,161.624685,150cc,Cartridge,Special Cup,Nitro Cups
22/04/25 (06:001),BC,161.626593,150cc,Cartridge,Special Cup,Nitro Cups
22/08/22 (06:004),BC,161.624685,150cc,Cartridge,Special Cup,Nitro Cups
22/08/28 (06:007),BC,161.23984,150cc,Cartridge,Special Cup,Nitro Cups
22/08/29 (06:009),BC,159.802586,150cc,Cartridge,Special Cup,Nitro Cups
